Feature 1	tx_price	beds	baths	sqft	year_built	lot_size	property_type	exterior_walls	roof	basement	restaurants	groceries	nightlife	cafes	shopping	arts_entertainment	beauty_spas	active_life	median_age	married	college_grad	property_tax	insurance	median_school	num_schools	tx_year	two_and_two	during_recession	property_age	school_score
847.0	307080.0	3.0	3.0	2036.0	2001.0	1777.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	25.0	3.0	3.0	1.0	16.0	1.0	12.0	2.0	32.0	81.0	25.0	450.0	137.0	3.0	3.0	2001.0	0.0	0.0	0.0	9.0
848.0	589900.0	3.0	3.0	2046.0	2005.0	1872.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	46.0	2.0	4.0	6.0	135.0	3.0	25.0	10.0	33.0	42.0	67.0	483.0	147.0	7.0	3.0	2007.0	0.0	0.0	2.0	21.0
849.0	439900.0	3.0	3.0	2052.0	2003.0	1978.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	22.0	3.0	1.0	3.0	23.0	1.0	10.0	10.0	41.0	70.0	65.0	423.0	120.0	3.0	3.0	2013.0	0.0	1.0	10.0	9.0
850.0	410000.0	3.0	3.0	2055.0	1991.0	3145.0	Apartment / Condo / Townhouse	Metal	Composition Shingle	1.0	49.0	6.0	6.0	4.0	44.0	4.0	18.0	15.0	36.0	39.0	84.0	368.0	112.0	5.0	2.0	2008.0	0.0	0.0	17.0	10.0
851.0	605000.0	3.0	3.0	2057.0	1995.0	1506.0	Single-Family	Brick		1.0	48.0	13.0	8.0	9.0	41.0	7.0	41.0	22.0	32.0	34.0	76.0	477.0	158.0	2.0	3.0	2013.0	0.0	1.0	18.0	6.0
852.0	635000.0	3.0	3.0	2064.0	1992.0	2217.0	Apartment / Condo / Townhouse	Brick	Wood Shake/ Shingles	1.0	21.0	4.0	1.0	5.0	15.0	1.0	18.0	10.0	45.0	84.0	81.0	569.0	173.0	8.0	3.0	2011.0	0.0	1.0	19.0	24.0
853.0	310000.0	3.0	3.0	2073.0	1988.0	2378.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)		1.0	63.0	7.0	9.0	5.0	85.0	2.0	53.0	10.0	30.0	51.0	44.0	229.0	64.0	4.0	3.0	2005.0	0.0	0.0	17.0	12.0
854.0	800000.0	3.0	3.0	2086.0	1930.0	12632.0	Single-Family	Brick veneer	Composition Shingle	1.0	127.0	11.0	26.0	17.0	174.0	10.0	71.0	47.0	48.0	54.0	89.0	648.0	224.0	6.0	3.0	2009.0	0.0	0.0	79.0	18.0
855.0	280000.0	3.0	3.0	2100.0	1986.0	0.0	Apartment / Condo / Townhouse	Brick veneer	Asphalt	1.0	147.0	9.0	18.0	25.0	107.0	10.0	63.0	72.0	28.0	38.0	89.0	640.0	222.0	9.0	3.0	1998.0	0.0	0.0	12.0	27.0
856.0	440000.0	3.0	3.0	2101.0	1987.0	2378.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	49.0	4.0	6.0	10.0	64.0	3.0	26.0	13.0	40.0	63.0	66.0	360.0	109.0	7.0	3.0	2013.0	0.0	1.0	26.0	21.0
857.0	321500.0	3.0	3.0	2102.0	1965.0	5127.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	70.0	16.0	7.0	8.0	93.0	4.0	19.0	18.0	40.0	50.0	55.0	479.0	146.0	3.0	3.0	2003.0	0.0	0.0	38.0	9.0
858.0	246677.0	3.0	3.0	2109.0	2007.0	2613.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	15.0	2.0	1.0	0.0	17.0	1.0	4.0	3.0	32.0	97.0	80.0	348.0	89.0	7.0	1.0	2016.0	0.0	0.0	9.0	7.0
859.0	440000.0	3.0	3.0	2118.0	2009.0	3484.0	Apartment / Condo / Townhouse		Composition Shingle	0.0	31.0	1.0	6.0	0.0	13.0	1.0	8.0	9.0	40.0	80.0	66.0	431.0	111.0	7.0	3.0	2015.0	0.0	0.0	6.0	21.0
860.0	339400.0	3.0	3.0	2118.0	2009.0	3484.0	Single-Family		Composition Shingle	0.0	41.0	2.0	6.0	1.0	33.0	1.0	25.0	12.0	66.0	84.0	62.0	431.0	111.0	7.0	3.0	2010.0	0.0	1.0	1.0	21.0
861.0	279900.0	3.0	3.0	2148.0	2009.0	2731.0	Apartment / Condo / Townhouse	Brick		1.0	42.0	8.0	3.0	1.0	43.0	0.0	20.0	3.0	40.0	75.0	47.0	279.0	79.0	5.0	3.0	2014.0	0.0	0.0	5.0	15.0
862.0	780000.0	3.0	3.0	2160.0	1983.0	2430.0	Apartment / Condo / Townhouse	Brick veneer	Composition Shingle	1.0	177.0	14.0	39.0	24.0	100.0	10.0	77.0	75.0	34.0	18.0	90.0	626.0	217.0	5.0	3.0	2013.0	0.0	1.0	30.0	15.0
863.0	300000.0	3.0	3.0	2163.0	1971.0	16552.0	Single-Family	Metal	Composition Shingle	1.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	48.0	88.0	84.0	532.0	162.0	7.0	3.0	2002.0	0.0	0.0	31.0	21.0
864.0	332000.0	3.0	3.0	2169.0	2013.0	2213.0	Apartment / Condo / Townhouse	Brick	Asphalt	0.0	79.0	19.0	12.0	6.0	83.0	15.0	41.0	21.0	40.0	62.0	53.0	361.0	88.0	4.0	3.0	2014.0	0.0	0.0	1.0	12.0
865.0	317990.0	3.0	3.0	2190.0	2003.0	3484.0	Single-Family		Composition Shingle	1.0	29.0	1.0	5.0	0.0	13.0	1.0	8.0	13.0	40.0	80.0	66.0	431.0	111.0	8.0	3.0	2003.0	0.0	0.0	0.0	24.0
866.0	535000.0	3.0	3.0	2200.0	2001.0	2241.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	61.0	9.0	4.0	4.0	71.0	3.0	51.0	14.0	35.0	77.0	46.0	483.0	147.0	5.0	3.0	2012.0	0.0	1.0	11.0	15.0
867.0	642000.0	3.0	3.0	2200.0	2004.0	2171.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	20.0	7.0	0.0	3.0	27.0	4.0	11.0	23.0	40.0	85.0	25.0	491.0	150.0	5.0	3.0	2006.0	0.0	0.0	2.0	15.0
868.0	488000.0	3.0	3.0	2234.0	1967.0	9625.0	Single-Family	Brick	Shake Shingle	1.0	58.0	7.0	10.0	5.0	26.0	18.0	35.0	40.0	37.0	81.0	91.0	615.0	204.0	4.0	3.0	2003.0	0.0	0.0	36.0	12.0
869.0	297000.0	3.0	3.0	2240.0	1978.0	5876.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	38.0	83.0	49.0	360.0	109.0	6.0	2.0	2008.0	0.0	0.0	30.0	12.0
870.0	225000.0	3.0	3.0	2288.0	1971.0	10018.0	Single-Family		Composition Shingle	1.0	9.0	2.0	0.0	0.0	18.0	1.0	12.0	12.0	42.0	52.0	39.0	377.0	97.0	7.0	3.0	2013.0	0.0	1.0	42.0	21.0
871.0	729000.0	3.0	3.0	2320.0	1978.0	3106.0	Apartment / Condo / Townhouse	Combination	Shake Shingle	0.0	139.0	17.0	16.0	16.0	106.0	6.0	62.0	36.0	48.0	60.0	77.0	725.0	211.0	9.0	3.0	2012.0	0.0	1.0	34.0	27.0
872.0	375000.0	3.0	3.0	2321.0	2000.0	2653.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Asphalt	1.0	2.0	0.0	1.0	0.0	4.0	0.0	3.0	1.0	31.0	82.0	65.0	286.0	81.0	8.0	2.0	2006.0	0.0	0.0	6.0	16.0
873.0	521000.0	3.0	3.0	2329.0	1986.0	4451.0	Apartment / Condo / Townhouse	Wood	Wood Shake/ Shingles	1.0	22.0	4.0	1.0	3.0	20.0	5.0	17.0	14.0	45.0	65.0	76.0	539.0	164.0	5.0	3.0	2009.0	0.0	0.0	23.0	15.0
874.0	400000.0	3.0	3.0	2369.0	1984.0	2522.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	11.0	2.0	0.0	4.0	8.0	3.0	5.0	11.0	39.0	87.0	73.0	364.0	111.0	8.0	1.0	2014.0	0.0	0.0	30.0	8.0
875.0	340000.0	3.0	3.0	2372.0	1969.0	2683.0	Apartment / Condo / Townhouse	Wood	Composition Shingle	1.0	9.0	0.0	1.0	1.0	7.0	4.0	9.0	17.0	40.0	59.0	62.0	360.0	109.0	7.0	3.0	2015.0	0.0	0.0	46.0	21.0
876.0	355000.0	3.0	3.0	2376.0	1983.0	2474.0	Apartment / Condo / Townhouse	Metal	Composition Shingle	1.0	13.0	1.0	0.0	0.0	6.0	2.0	4.0	12.0	28.0	84.0	58.0	368.0	112.0	8.0	3.0	2004.0	0.0	0.0	21.0	24.0
877.0	470000.0	3.0	3.0	2401.0	1984.0	2617.0	Apartment / Condo / Townhouse	Metal	Composition Shingle	1.0	10.0	5.0	1.0	3.0	17.0	2.0	6.0	10.0	39.0	71.0	68.0	400.0	122.0	6.0	3.0	2014.0	0.0	0.0	30.0	18.0
878.0	440000.0	3.0	3.0	2412.0	1973.0	12196.0	Single-Family	Wood	Composition Shingle	1.0	10.0	1.0	1.0	1.0	24.0	1.0	4.0	11.0	39.0	72.0	60.0	458.0	139.0	7.0	1.0	2005.0	0.0	0.0	32.0	7.0
879.0	760000.0	3.0	3.0	2426.0	1957.0	14810.0	Single-Family	Brick	Composition Shingle	1.0	56.0	17.0	10.0	7.0	76.0	3.0	18.0	17.0	40.0	50.0	55.0	508.0	154.0	3.0	3.0	2011.0	0.0	1.0	54.0	9.0
880.0	403000.0	3.0	3.0	2437.0	2007.0	4356.0	Single-Family		Composition Shingle	0.0	31.0	1.0	6.0	0.0	13.0	1.0	8.0	9.0	40.0	80.0	66.0	460.0	118.0	7.0	3.0	2007.0	0.0	0.0	0.0	21.0
881.0	308000.0	3.0	3.0	2448.0	1930.0	5000.0	Single-Family	Brick	Asphalt	1.0	90.0	5.0	13.0	21.0	71.0	20.0	53.0	53.0	53.0	75.0	65.0	691.0	229.0	4.0	3.0	1994.0	0.0	0.0	64.0	12.0
882.0	750000.0	3.0	3.0	2452.0	1981.0	2713.0	Apartment / Condo / Townhouse	Wood	Other	1.0	18.0	1.0	0.0	3.0	15.0	0.0	5.0	11.0	39.0	64.0	81.0	590.0	179.0	6.0	3.0	2007.0	0.0	0.0	26.0	18.0
883.0	708500.0	3.0	3.0	2460.0	1997.0	2931.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	131.0	6.0	19.0	19.0	259.0	12.0	97.0	46.0	45.0	70.0	71.0	671.0	204.0	9.0	3.0	2011.0	0.0	1.0	14.0	27.0
884.0	660000.0	3.0	3.0	2466.0	2000.0	1860.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	121.0	11.0	10.0	16.0	103.0	10.0	65.0	43.0	39.0	67.0	91.0	721.0	220.0	7.0	3.0	2004.0	0.0	0.0	4.0	21.0
885.0	790830.0	3.0	3.0	2466.0	2000.0	1944.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	121.0	11.0	10.0	16.0	104.0	10.0	65.0	43.0	39.0	67.0	91.0	815.0	248.0	7.0	3.0	2014.0	0.0	0.0	14.0	21.0
886.0	314100.0	3.0	3.0	2484.0	1997.0	2809.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	115.0	7.0	20.0	20.0	250.0	4.0	101.0	31.0	40.0	72.0	86.0	696.0	212.0	8.0	3.0	1997.0	0.0	0.0	0.0	24.0
887.0	734235.0	3.0	3.0	2496.0	2010.0	1406.0	Apartment / Condo / Townhouse	Brick veneer	Composition Shingle	1.0	37.0	5.0	6.0	2.0	17.0	19.0	22.0	48.0	34.0	31.0	46.0	594.0	206.0	4.0	3.0	2010.0	0.0	1.0	0.0	12.0
888.0	333250.0	3.0	3.0	2508.0	1976.0	0.0	Apartment / Condo / Townhouse	Brick	Asphalt	1.0	59.0	8.0	7.0	6.0	65.0	2.0	45.0	13.0	40.0	83.0	82.0	338.0	112.0	1.0	3.0	2012.0	0.0	1.0	36.0	3.0
889.0	680000.0	3.0	3.0	2556.0	1997.0	1443.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	0.0	79.0	12.0	10.0	8.0	93.0	5.0	56.0	39.0	33.0	55.0	71.0	728.0	212.0	9.0	3.0	2004.0	0.0	0.0	7.0	27.0
890.0	329990.0	3.0	3.0	2568.0	2010.0	2614.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	36.0	86.0	53.0	397.0	102.0	7.0	3.0	2010.0	0.0	1.0	0.0	21.0
891.0	300000.0	3.0	3.0	2618.0	1991.0	2996.0	Single-Family	Brick	Composition Shingle	1.0	56.0	7.0	6.0	4.0	46.0	7.0	32.0	14.0	40.0	51.0	72.0	487.0	148.0	6.0	3.0	2001.0	0.0	0.0	10.0	18.0
892.0	471000.0	3.0	3.0	2626.0	1995.0	2222.0	Apartment / Condo / Townhouse	Combination		1.0	66.0	5.0	8.0	8.0	44.0	4.0	66.0	25.0	45.0	46.0	69.0	488.0	169.0	7.0	3.0	2003.0	0.0	0.0	8.0	21.0
893.0	400000.0	3.0	3.0	2628.0	1993.0	9583.0	Single-Family		Composition Shingle	1.0	13.0	1.0	1.0	3.0	13.0	1.0	11.0	12.0	39.0	89.0	74.0	485.0	124.0	7.0	3.0	2009.0	0.0	0.0	16.0	21.0
894.0	273001.0	3.0	3.0	2630.0	1985.0	9783.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	19.0	3.0	1.0	1.0	21.0	3.0	17.0	14.0	36.0	87.0	61.0	428.0	130.0	5.0	3.0	2000.0	0.0	0.0	15.0	15.0
895.0	605000.0	3.0	3.0	2636.0	2000.0	2364.0	Apartment / Condo / Townhouse	Brick		1.0	50.0	12.0	9.0	11.0	32.0	7.0	38.0	21.0	43.0	32.0	66.0	499.0	166.0	2.0	3.0	2008.0	0.0	0.0	8.0	6.0
896.0	487500.0	3.0	3.0	2640.0	1985.0	7326.0	Single-Family	Wood		1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	33.0	95.0	54.0	396.0	112.0	8.0	3.0	2005.0	0.0	0.0	20.0	24.0
897.0	282500.0	3.0	3.0	2689.0	2012.0	0.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Asphalt	0.0	39.0	5.0	8.0	3.0	45.0	13.0	27.0	13.0	40.0	62.0	32.0	301.0	73.0	4.0	3.0	2012.0	0.0	1.0	0.0	12.0
898.0	475000.0	3.0	3.0	2690.0	1989.0	2440.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	29.0	4.0	4.0	2.0	23.0	2.0	11.0	9.0	36.0	39.0	84.0	438.0	133.0	5.0	2.0	2009.0	0.0	0.0	20.0	10.0
899.0	325344.0	3.0	3.0	2700.0	2010.0	0.0	Apartment / Condo / Townhouse			1.0	14.0	2.0	0.0	1.0	7.0	3.0	5.0	4.0	37.0	69.0	36.0	285.0	81.0	6.0	3.0	2010.0	0.0	1.0	0.0	18.0
900.0	299000.0	3.0	3.0	2701.0	1986.0	5633.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	25.0	5.0	1.0	4.0	19.0	2.0	17.0	11.0	42.0	55.0	72.0	491.0	149.0	7.0	3.0	1999.0	0.0	0.0	13.0	21.0
901.0	489000.0	3.0	3.0	2722.0	1992.0	3232.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	26.0	3.0	4.0	2.0	15.0	3.0	13.0	10.0	33.0	70.0	80.0	459.0	140.0	5.0	2.0	2009.0	0.0	0.0	17.0	10.0
902.0	397000.0	3.0	3.0	2790.0	2007.0	3920.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	37.0	74.0	84.0	435.0	112.0	7.0	3.0	2012.0	0.0	1.0	5.0	21.0
903.0	396000.0	3.0	3.0	2800.0	1991.0	10890.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	6.0	2.0	0.0	0.0	4.0	0.0	4.0	1.0	33.0	58.0	44.0	500.0	152.0	7.5	2.0	2004.0	0.0	0.0	13.0	15.0
904.0	520000.0	3.0	3.0	2804.0	1987.0	8677.0	Single-Family	Metal	Composition Shingle	1.0	23.0	1.0	3.0	3.0	7.0	2.0	9.0	6.0	30.0	85.0	64.0	491.0	149.0	8.0	3.0	2004.0	0.0	0.0	17.0	24.0
905.0	468041.0	3.0	3.0	2807.0	2006.0	2226.0	Apartment / Condo / Townhouse	Combination		1.0	21.0	1.0	3.0	0.0	18.0	0.0	6.0	5.0	32.0	78.0	45.0	449.0	88.0	3.0	3.0	2006.0	0.0	0.0	0.0	9.0
906.0	390000.0	3.0	3.0	2846.0	1984.0	4791.0	Single-Family		Composition Shingle	1.0	5.0	0.0	0.0	0.0	6.0	0.0	1.0	6.0	39.0	72.0	62.0	422.0	108.0	7.0	3.0	2007.0	0.0	0.0	23.0	21.0
907.0	345000.0	3.0	3.0	2900.0	1981.0	53143.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	38.0	83.0	60.0	370.0	104.0	8.0	3.0	2008.0	0.0	0.0	27.0	24.0
908.0	475000.0	3.0	3.0	2936.0	1994.0	1376.0	Single-Family	Brick		0.0	176.0	8.0	31.0	30.0	276.0	28.0	168.0	72.0	50.0	25.0	76.0	1391.0	462.0	2.0	3.0	1995.0	0.0	0.0	1.0	6.0
909.0	315435.0	3.0	3.0	3027.0	1995.0	11761.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	45.0	4.0	2.0	2.0	17.0	0.0	14.0	8.0	36.0	61.0	61.0	705.0	215.0	8.0	3.0	1995.0	0.0	0.0	0.0	24.0
910.0	359900.0	3.0	3.0	3060.0	1996.0	8507.0	Single-Family	Stucco	Composition Shingle	1.0	7.0	0.0	2.0	0.0	4.0	0.0	5.0	1.0	32.0	91.0	65.0	430.0	131.0	8.0	3.0	2001.0	0.0	0.0	5.0	24.0
911.0	665000.0	3.0	3.0	3135.0	1994.0	3463.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	8.0	2.0	0.0	2.0	10.0	1.0	4.0	8.0	44.0	89.0	87.0	561.0	171.0	5.0	3.0	2013.0	0.0	1.0	19.0	15.0
912.0	534000.0	3.0	3.0	3155.0	2003.0	8276.0	Single-Family		Composition Shingle	1.0	8.0	2.0	1.0	2.0	3.0	0.0	7.0	4.0	31.0	93.0	76.0	494.0	127.0	7.0	1.0	2005.0	0.0	0.0	2.0	7.0
913.0	426000.0	3.0	3.0	3352.0	2002.0	5954.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	25.0	2.0	1.0	3.0	19.0	2.0	17.0	10.0	32.0	78.0	57.0	396.0	112.0	6.0	3.0	2008.0	0.0	0.0	6.0	18.0
914.0	509000.0	3.0	3.0	3408.0	1941.0	10384.0	Single-Family	Brick veneer	Composition Shingle	1.0	115.0	11.0	25.0	14.0	177.0	11.0	71.0	47.0	48.0	54.0	89.0	519.0	180.0	6.0	3.0	2009.0	0.0	0.0	68.0	18.0
915.0	431375.0	3.0	3.0	3855.0	2002.0	5662.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	17.0	1.0	0.0	1.0	36.0	6.0	19.0	6.0	41.0	86.0	79.0	582.0	149.0	9.0	3.0	2002.0	0.0	0.0	0.0	27.0
916.0	343000.0	3.0	4.0	1232.0	1973.0	1760.0	Apartment / Condo / Townhouse	Brick	Shake Shingle	1.0	17.0	6.0	1.0	3.0	29.0	0.0	5.0	7.0	33.0	82.0	47.0	291.0	88.0	3.0	3.0	2007.0	0.0	0.0	34.0	9.0
917.0	251000.0	3.0	4.0	1480.0	1998.0	1742.0	Apartment / Condo / Townhouse		Asphalt	1.0	18.0	3.0	3.0	4.0	20.0	1.0	12.0	11.0	32.0	67.0	70.0	334.0	86.0	3.0	3.0	2009.0	0.0	0.0	11.0	9.0
918.0	393500.0	3.0	4.0	1492.0	2004.0	1308.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Shake Shingle	1.0	44.0	16.0	1.0	4.0	57.0	3.0	21.0	6.0	37.0	62.0	55.0	360.0	109.0	4.0	3.0	2011.0	0.0	1.0	7.0	12.0
919.0	475000.0	3.0	4.0	1496.0	1987.0	2177.0	Apartment / Condo / Townhouse	Wood	Shake Shingle	1.0	17.0	0.0	0.0	0.0	12.0	4.0	15.0	20.0	32.0	63.0	70.0	348.0	106.0	7.0	3.0	2005.0	0.0	0.0	18.0	21.0
920.0	225540.0	3.0	4.0	1500.0	2010.0	0.0	Apartment / Condo / Townhouse		Asphalt	1.0	6.0	1.0	0.0	1.0	22.0	2.0	6.0	3.0	33.0	50.0	36.0	246.0	69.0	4.0	3.0	2010.0	0.0	1.0	0.0	12.0
921.0	335000.0	3.0	4.0	1556.0	2004.0	1241.0	Apartment / Condo / Townhouse	Brick		1.0	4.0	1.0	0.0	0.0	1.0	0.0	5.0	5.0	29.0	88.0	73.0	277.0	78.0	8.0	1.0	2007.0	0.0	0.0	3.0	8.0
922.0	498000.0	3.0	4.0	1584.0	1976.0	1794.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	33.0	5.0	3.0	5.0	23.0	1.0	23.0	12.0	34.0	36.0	86.0	373.0	113.0	8.0	3.0	2005.0	0.0	0.0	29.0	24.0
923.0	485000.0	3.0	4.0	1584.0	1988.0	1759.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	104.0	6.0	17.0	20.0	238.0	4.0	92.0	31.0	39.0	79.0	76.0	527.0	161.0	8.0	3.0	2003.0	0.0	0.0	15.0	24.0
924.0	285000.0	3.0	4.0	1628.0	1968.0	2887.0	Apartment / Condo / Townhouse	Brick	Other	1.0	20.0	5.0	2.0	1.0	17.0	1.0	13.0	10.0	49.0	84.0	65.0	397.0	121.0	9.0	3.0	2015.0	0.0	0.0	47.0	27.0
925.0	506900.0	3.0	4.0	1628.0	2011.0	1166.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	71.0	12.0	6.0	11.0	32.0	8.0	45.0	18.0	32.0	43.0	63.0	482.0	147.0	5.0	3.0	2011.0	0.0	1.0	0.0	15.0
926.0	200750.0	3.0	4.0	1633.0	1977.0	1716.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	6.0	3.0	0.0	1.0	11.0	1.0	4.0	4.0	43.0	82.0	76.0	401.0	122.0	8.0	3.0	1999.0	0.0	0.0	22.0	24.0
927.0	323500.0	3.0	4.0	1661.0	1989.0	1759.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	44.0	77.0	62.0	368.0	112.0	6.0	3.0	2003.0	0.0	0.0	14.0	18.0
928.0	293000.0	3.0	4.0	1700.0	1986.0	2626.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	4.0	0.0	2.0	1.0	8.0	0.0	2.0	1.0	34.0	75.0	65.0	270.0	82.0	8.0	3.0	2012.0	0.0	1.0	26.0	24.0
929.0	314900.0	3.0	4.0	1700.0	2003.0	1882.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Asphalt	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	31.0	80.0	47.0	295.0	83.0	6.0	2.0	2014.0	0.0	0.0	11.0	12.0
930.0	417000.0	3.0	4.0	1712.0	1994.0	2184.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	3.0	44.0	77.0	62.0	393.0	119.0	6.0	3.0	2008.0	0.0	0.0	14.0	18.0
931.0	305109.0	3.0	4.0	1750.0	1966.0	1850.0	Apartment / Condo / Townhouse	Wood	Built-up	1.0	73.0	3.0	8.0	10.0	84.0	11.0	30.0	30.0	61.0	38.0	66.0	407.0	124.0	7.0	3.0	2011.0	0.0	1.0	45.0	21.0
932.0	275000.0	3.0	4.0	1764.0	1966.0	2893.0	Apartment / Condo / Townhouse	Brick veneer	Shake Shingle	1.0	71.0	10.0	12.0	5.0	31.0	12.0	37.0	35.0	33.0	79.0	55.0	445.0	154.0	5.0	3.0	2001.0	0.0	0.0	35.0	15.0
933.0	570000.0	3.0	4.0	1774.0	1993.0	1600.0	Apartment / Condo / Townhouse	Brick	Shake Shingle	1.0	112.0	18.0	5.0	12.0	89.0	3.0	31.0	23.0	35.0	55.0	28.0	508.0	154.0	4.0	3.0	2016.0	0.0	0.0	23.0	12.0
934.0	560000.0	3.0	4.0	1920.0	1996.0	1742.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	7.0	2.0	1.0	1.0	5.0	0.0	3.0	4.0	36.0	66.0	79.0	470.0	121.0	6.0	3.0	2005.0	0.0	0.0	9.0	18.0
935.0	285540.0	3.0	4.0	2036.0	2001.0	2178.0	Apartment / Condo / Townhouse		Asphalt	1.0	23.0	2.0	1.0	1.0	52.0	5.0	16.0	29.0	34.0	78.0	66.0	441.0	113.0	6.0	3.0	2001.0	0.0	0.0	0.0	18.0
936.0	318500.0	3.0	4.0	2052.0	1989.0	0.0	Apartment / Condo / Townhouse	Brick veneer	Shake Shingle	1.0	104.0	9.0	24.0	15.0	36.0	7.0	34.0	33.0	38.0	46.0	42.0	381.0	132.0	6.0	3.0	2003.0	0.0	0.0	14.0	18.0
937.0	542450.0	3.0	4.0	2100.0	2007.0	5606.0	Single-Family	Siding (Alum/Vinyl)	Shake Shingle	1.0	8.0	2.0	0.0	1.0	4.0	1.0	6.0	2.0	34.0	84.0	52.0	374.0	106.0	5.5	2.0	2007.0	0.0	0.0	0.0	11.0
938.0	345000.0	3.0	4.0	2136.0	1986.0	3034.0	Apartment / Condo / Townhouse	Brick	Other	1.0	58.0	5.0	4.0	7.0	78.0	5.0	85.0	23.0	52.0	61.0	86.0	688.0	210.0	9.0	3.0	1996.0	0.0	0.0	10.0	27.0
939.0	549000.0	3.0	4.0	2160.0	2001.0	1800.0	Apartment / Condo / Townhouse	Brick	Asphalt	1.0	61.0	9.0	4.0	4.0	71.0	3.0	51.0	14.0	35.0	77.0	46.0	479.0	146.0	5.0	3.0	2013.0	0.0	1.0	12.0	15.0
940.0	593046.0	3.0	4.0	2208.0	2005.0	1800.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	9.0	1.0	1.0	1.0	3.0	0.0	7.0	3.0	28.0	68.0	60.0	434.0	132.0	5.5	2.0	2005.0	0.0	0.0	0.0	11.0
941.0	228000.0	3.0	4.0	2223.0	1986.0	2718.0	Apartment / Condo / Townhouse	Combination	Shake Shingle	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	33.0	95.0	54.0	267.0	76.0	8.0	3.0	2010.0	0.0	1.0	24.0	24.0
942.0	373275.0	3.0	4.0	2236.0	1999.0	1944.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	21.0	4.0	1.0	5.0	15.0	1.0	18.0	10.0	34.0	66.0	72.0	614.0	187.0	8.0	3.0	1999.0	0.0	0.0	0.0	24.0
943.0	206500.0	3.0	4.0	2367.0	1987.0	28749.0	Single-Family	Combination		1.0	13.0	2.0	0.0	1.0	11.0	2.0	6.0	3.0	37.0	69.0	36.0	294.0	83.0	6.0	3.0	2001.0	0.0	0.0	14.0	18.0
944.0	525500.0	3.0	4.0	2382.0	2001.0	2614.0	Apartment / Condo / Townhouse		Asphalt	1.0	18.0	4.0	1.0	2.0	12.0	1.0	10.0	10.0	31.0	77.0	69.0	423.0	109.0	7.0	2.0	2005.0	0.0	0.0	4.0	14.0
