LotArea,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,MoSold,YrSold,SalePrice,BldgType_1Fam,BldgType_2FamDuplexTwnhs,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_Missing,Siding_AsbShng,Siding_AsphShn,Siding_BrkComm,Siding_BrkFace,Siding_CBlock,Siding_CemntBd,Siding_HdBoard,Siding_ImStucc,Siding_MetalSd,Siding_Plywood,Siding_Stone,Siding_Stucco,Siding_VinylSd,Siding_Wd Sdng,Siding_WdShing
11475,1958,1958,95,1584,1,1776,0,1776,1,0,2,0,4,2,9,0,1968,3,888,7,2009,110000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6240,1925,1950,0,780,1,848,0,1208,0,0,1,0,2,1,5,0,1962,2,539,1,2009,103000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5389,1995,1996,0,1595,1,1616,0,1616,1,0,2,0,2,1,5,1,1995,2,608,3,2010,236500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9590,2003,2003,442,868,1,1146,0,1146,1,0,2,0,3,1,6,1,2003,2,438,5,2007,187500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11404,1998,1999,202,1153,1,1153,878,2031,0,0,2,1,3,1,8,1,1998,2,541,7,2008,222500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,1961,1983,0,864,1,1144,0,1144,1,0,1,0,3,1,6,1,1961,1,264,3,2009,131400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8978,1968,1968,0,948,1,948,0,948,0,0,1,0,3,1,6,0,1968,1,300,5,2007,108000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10800,1914,1970,0,880,0,880,888,1768,0,0,1,1,2,1,6,2,1914,2,320,10,2006,163000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8544,1950,1950,0,0,0,1040,0,1040,0,0,2,0,2,2,6,0,1949,2,400,7,2006,93500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10463,2005,2005,0,893,1,901,900,1801,0,0,2,1,3,1,8,1,2005,3,800,6,2006,239900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10800,1987,1988,0,1200,1,1200,0,1200,3,0,3,0,3,1,5,0,2020,0,0,3,2009,179000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9313,2004,2004,0,864,1,864,864,1728,0,0,2,1,3,1,7,0,2004,2,572,4,2009,190000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9600,1910,2002,0,264,1,768,664,1432,0,0,2,0,2,1,7,0,1910,2,360,5,2007,132000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6768,1961,1996,0,912,1,912,0,912,1,1,1,0,3,1,5,0,1962,1,288,5,2008,142000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8450,2000,2001,108,1349,1,1349,0,1349,0,0,2,0,3,1,6,0,2000,2,539,12,2007,179000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12886,1963,1999,0,520,1,1464,0,1464,0,1,2,0,3,1,6,1,1997,2,480,10,2009,175000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5395,1993,1993,0,1337,1,1337,0,1337,1,0,2,0,2,1,5,1,1993,2,462,10,2008,180000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8963,1976,1996,289,1142,1,1175,1540,2715,0,1,3,1,4,1,11,2,1994,2,831,7,2008,299800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8795,2000,2000,0,952,1,980,1276,2256,0,0,2,1,4,1,8,1,2000,2,554,4,2009,236000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11700,1880,2003,0,1240,0,1320,1320,2640,0,0,1,1,4,1,8,1,1950,4,864,5,2009,265979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10593,1996,1996,338,1720,1,1720,0,1720,1,0,2,0,3,1,7,1,1996,2,527,3,2010,260400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8405,1945,1950,0,0,0,1088,441,1529,0,0,2,0,4,1,9,0,1945,1,240,4,2009,98000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8800,1910,2004,0,576,1,792,348,1140,0,0,1,0,3,1,7,0,2020,0,0,6,2010,96500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7750,2003,2003,0,660,1,660,660,1320,0,0,2,1,3,1,6,0,2003,2,400,8,2007,162000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9236,1997,1997,0,1479,1,1494,0,1494,1,0,2,0,3,1,6,0,1997,2,576,7,2006,217000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10240,2005,2005,178,1030,1,1038,1060,2098,0,0,2,1,3,1,8,1,2005,3,878,3,2006,275500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7930,1969,2005,0,1026,1,1026,0,1026,1,0,1,0,3,1,5,0,1969,2,440,7,2009,156000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3230,1999,1999,894,729,1,742,729,1471,0,0,2,1,3,1,6,0,1999,2,440,3,2009,172500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10769,2007,2007,0,866,1,866,902,1768,0,0,2,1,3,1,7,0,2007,2,578,4,2009,212000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11616,1978,1978,328,672,1,672,714,1386,0,0,2,1,3,1,6,1,1978,2,440,4,2010,158900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2280,1999,1999,360,744,1,757,744,1501,0,0,2,1,3,1,6,0,1999,2,440,8,2008,179400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12257,1995,1995,513,1318,1,1328,1203,2531,0,0,2,1,4,1,9,1,1995,3,752,11,2007,290000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9100,1959,1959,0,864,1,864,0,864,0,0,1,0,2,1,5,0,2008,1,300,10,2009,127500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6911,1924,1950,0,1145,1,1301,0,1301,0,0,1,0,2,1,5,0,1965,2,440,10,2009,100000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8640,2009,2009,0,756,1,764,783,1547,0,0,2,1,3,1,7,0,2009,2,614,6,2010,215200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9430,1999,1999,673,1252,1,1268,1097,2365,1,0,2,1,3,1,8,1,1999,3,856,7,2009,337000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9549,1995,1996,0,1494,1,1494,0,1494,1,0,1,1,2,1,6,1,1995,2,481,4,2006,270000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14587,2008,2008,284,1498,1,1506,0,1506,0,0,2,0,2,1,6,1,2008,2,592,8,2008,264132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10421,1988,1988,42,980,1,980,734,1714,0,0,2,1,3,1,7,1,1988,2,496,3,2010,196500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12508,1940,1985,0,983,1,983,767,1750,1,0,2,0,4,1,7,0,1989,1,423,7,2008,160000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9100,2004,2005,0,1860,1,1836,0,1836,0,0,2,0,3,1,8,1,2004,2,484,10,2006,216837,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53504,2003,2003,603,1650,1,1690,1589,3279,1,0,3,1,4,1,12,1,2003,3,841,6,2010,538000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7252,1982,1982,0,858,1,858,0,858,1,0,1,0,2,1,5,0,1983,2,576,4,2009,134900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8877,1951,1951,0,836,1,1220,0,1220,0,0,1,0,2,1,6,0,1951,2,396,4,2006,102000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7819,1976,1976,0,1029,1,1117,0,1117,1,0,1,0,3,1,6,1,1976,2,672,3,2010,107000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10150,1958,1958,1,912,1,912,0,912,0,0,1,0,2,1,5,0,1958,1,275,7,2007,114500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14226,2006,2006,375,1935,1,1973,0,1973,0,0,2,0,3,1,9,1,2006,3,895,7,2007,395000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4500,1998,1998,320,1204,1,1204,0,1204,1,0,2,0,2,1,5,0,1998,2,412,6,2009,162000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11210,2005,2006,240,1614,1,1614,0,1614,0,0,2,0,3,1,7,0,2005,3,865,7,2006,221500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13350,1974,1974,0,864,1,894,0,894,1,0,1,0,3,1,5,1,1974,2,440,6,2006,142500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8400,1977,1977,320,0,1,2020,0,2020,0,0,2,0,4,2,10,2,1977,2,630,10,2007,144000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10530,1977,1977,90,975,1,1004,0,1004,1,0,1,0,2,1,4,0,1977,2,504,5,2006,135000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7875,1995,1996,38,1237,1,1253,0,1253,0,0,2,0,3,1,6,1,1995,2,402,6,2007,176000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7153,1992,1992,0,761,1,810,793,1603,0,0,2,1,3,1,7,0,1992,2,484,7,2006,175900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16285,2001,2002,0,1413,1,1430,0,1430,0,0,2,0,3,1,6,0,2001,2,605,6,2009,187100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9101,1978,1978,104,1097,1,1110,0,1110,1,0,1,0,1,1,4,1,1978,2,602,7,2009,165500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6300,1914,2001,0,742,1,742,742,1484,0,0,2,0,3,1,9,1,2020,0,0,6,2008,128000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9790,1967,1967,0,1372,1,1342,0,1342,0,0,2,0,3,1,7,1,1967,2,457,9,2009,161500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10800,1915,1950,0,686,1,966,686,1652,1,0,2,0,4,1,7,0,1961,1,416,6,2010,139000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10142,2004,2004,0,956,1,956,1128,2084,1,0,2,1,4,1,8,0,2004,2,618,1,2010,233000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6000,1954,2000,0,901,1,901,0,901,0,0,1,0,2,1,4,0,1954,1,281,8,2008,107900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12205,1966,2007,157,832,1,976,1111,2087,0,0,2,1,5,1,9,0,1966,2,444,7,2007,187500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3182,2005,2006,11,1145,1,1145,0,1145,0,0,2,0,2,1,5,1,2005,2,397,9,2009,160200,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11333,1976,1976,0,1029,1,1062,0,1062,1,0,1,0,3,1,5,2,1976,2,539,5,2007,146800,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9920,1996,1997,0,1117,1,1127,886,2013,1,0,2,1,3,1,8,1,1997,2,455,6,2007,269790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9158,2007,2007,140,1496,1,1496,0,1496,0,0,2,0,3,1,7,0,2007,2,474,6,2007,225000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10832,1994,1996,0,712,1,1086,809,1895,0,0,2,1,3,1,7,1,1994,2,409,10,2008,194500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8400,1980,1981,130,650,1,888,676,1564,0,0,2,1,3,1,7,1,1980,2,476,4,2010,171000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8197,1977,1977,148,660,1,1285,0,1285,0,0,1,1,3,1,7,1,1977,2,528,4,2007,143500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7677,1953,1953,0,773,1,773,0,773,0,0,1,0,2,1,4,0,1953,1,240,4,2008,110000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13518,2008,2009,860,1926,1,1966,1174,3140,0,0,3,1,4,1,11,2,2009,3,820,7,2009,485000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7200,1937,1950,252,731,1,981,787,1768,1,0,1,1,3,1,7,2,1939,1,240,6,2007,175000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12798,1997,1997,0,616,1,616,1072,1688,1,0,2,1,4,1,8,0,1997,2,603,5,2008,200000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4800,1916,1990,0,1196,1,1196,0,1196,1,0,1,0,2,1,5,0,1957,2,440,7,2007,109900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8199,2005,2005,0,728,1,728,728,1456,1,0,2,1,3,1,7,1,2005,2,410,10,2008,189000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13891,2008,2009,424,1734,1,1734,1088,2822,0,0,3,1,4,1,12,1,2009,3,1020,1,2009,582933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9000,1954,1954,0,936,1,1128,0,1128,0,0,1,0,2,1,5,0,1954,1,286,6,2006,118000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12274,2008,2008,256,1417,1,1428,0,1428,0,0,2,0,3,1,6,0,2008,2,554,7,2008,227680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9750,1967,1967,0,980,1,980,0,980,0,0,2,0,3,1,6,0,1967,1,384,10,2006,135500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21384,1923,2004,0,1324,1,1072,504,1576,2,0,1,1,3,1,6,1,1923,2,528,5,2009,223500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13400,1966,1966,1047,1024,1,1086,0,1086,1,0,1,0,3,1,6,1,1966,2,484,6,2006,159950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8100,1898,1965,0,849,0,1075,1063,2138,0,0,2,0,2,3,11,0,1910,2,360,11,2009,106000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10140,1974,1999,99,1040,1,1309,0,1309,1,0,1,1,3,1,5,1,1974,2,484,1,2006,181000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4438,2004,2004,169,848,1,848,0,848,1,0,1,0,1,1,4,1,2004,2,420,6,2008,144500,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8712,1952,1952,0,540,0,1044,0,1044,0,0,1,0,2,1,4,0,1952,2,504,6,2010,55993,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9750,1958,1958,243,1442,1,1442,0,1442,0,0,1,1,4,1,7,0,1958,1,301,4,2007,157900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8248,1918,1950,0,686,1,686,564,1250,0,1,1,1,3,1,7,0,1955,1,280,7,2006,116000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
